-2.374166745693681954e-15,-7.039754152422315769e+01,3.877308538832044604e+01
-2.374552864866684259e-15,-7.012992932759651410e+01,3.877939119295360371e+01
-2.395017181035800924e-15,-5.594648290638389199e+01,3.911359883851090302e+01
-2.395403300208802835e-15,-5.567887070975724129e+01,3.911990464314406069e+01
-2.347355007022041856e-15,-7.761676502850963288e+01,3.833521646659855975e+01
-2.347741126195043767e-15,-7.734915283188298929e+01,3.834152227123171741e+01
-2.348127245368045678e-15,-7.708154063525633148e+01,3.834782807586486797e+01
-2.348513364541048772e-15,-7.681392843862967368e+01,3.835413388049803274e+01
-2.348899483714050683e-15,-7.654631624200303008e+01,3.836043968513119040e+01
-2.349285602887052594e-15,-7.627870404537637228e+01,3.836674548976434806e+01
-2.349671722060054899e-15,-7.601109184874972868e+01,3.837305129439749862e+01
-2.350057841233057205e-15,-7.574347965212307088e+01,3.837935709903065629e+01
-2.350443960406059116e-15,-7.547586745549641307e+01,3.838566290366381395e+01
-2.350830079579061421e-15,-7.520825525886976948e+01,3.839196870829697161e+01
-2.351216198752063332e-15,-7.494064306224311167e+01,3.839827451293012217e+01
-2.351602317925066032e-15,-7.467303086561645387e+01,3.840458031756328694e+01
-2.351988437098068337e-15,-7.440541866898981027e+01,3.841088612219644460e+01
-2.352374556271070248e-15,-7.413780647236313825e+01,3.841719192682960227e+01
-2.352760675444072554e-15,-7.387019427573649466e+01,3.842349773146275282e+01
-2.353146794617074859e-15,-7.360258207910985107e+01,3.842980353609591049e+01
-2.353532913790076770e-15,-7.333496988248317905e+01,3.843610934072906815e+01
-2.353919032963078681e-15,-7.306735768585653545e+01,3.844241514536222581e+01
-2.354305152136081381e-15,-7.279974548922989186e+01,3.844872094999537637e+01
-2.354691271309083686e-15,-7.253213329260321984e+01,3.845502675462854114e+01
-2.355077390482085597e-15,-7.226452109597657625e+01,3.846133255926169880e+01
-2.355463509655087903e-15,-7.199690889934993265e+01,3.846763836389485647e+01
-2.355849628828090208e-15,-7.172929670272326064e+01,3.847394416852800703e+01
-2.356235748001092119e-15,-7.146168450609661704e+01,3.848024997316116469e+01
-2.356621867174094425e-15,-7.119407230946997345e+01,3.848655577779432235e+01
-2.357007986347096730e-15,-7.092646011284330143e+01,3.849286158242748002e+01
-2.357394105520098641e-15,-7.065884791621665784e+01,3.849916738706063057e+01
-2.358552463039105557e-15,-6.985601132633669863e+01,3.851808480096011067e+01
-2.359710820558111684e-15,-6.905317473645673942e+01,3.853700221485957655e+01
-2.360096939731114384e-15,-6.878556253983008162e+01,3.854330801949273422e+01
-2.360483058904116295e-15,-6.851795034320343802e+01,3.854961382412588478e+01
-2.360869178077118995e-15,-6.825033814657678022e+01,3.855591962875904954e+01
-2.361255297250121301e-15,-6.798272594995012241e+01,3.856222543339220721e+01
-2.361641416423123212e-15,-6.771511375332346461e+01,3.856853123802536487e+01
-2.362027535596125517e-15,-6.744750155669682101e+01,3.857483704265851543e+01
-2.362413654769127428e-15,-6.717988936007016321e+01,3.858114284729167309e+01
-2.362799773942129733e-15,-6.691227716344350540e+01,3.858744865192483076e+01
-2.363185893115132039e-15,-6.664466496681686181e+01,3.859375445655798842e+01
-2.363572012288133950e-15,-6.637705277019020400e+01,3.860006026119113898e+01
-2.363958131461136255e-15,-6.610944057356354620e+01,3.860636606582430375e+01
-2.364344250634138955e-15,-6.584182837693690260e+01,3.861267187045746141e+01
-2.364730369807140866e-15,-6.557421618031024479e+01,3.861897767509061907e+01
-2.365116488980142777e-15,-6.530660398368360120e+01,3.862528347972376963e+01
-2.365502608153145082e-15,-6.503899178705694339e+01,3.863158928435692729e+01
-2.365888727326147388e-15,-6.477137959043028559e+01,3.863789508899008496e+01
-2.366274846499149299e-15,-6.450376739380364199e+01,3.864420089362324262e+01
-2.366660965672151604e-15,-6.423615519717698419e+01,3.865050669825639318e+01
-2.367047084845154304e-15,-6.396854300055032638e+01,3.865681250288955795e+01
-2.367433204018156215e-15,-6.370093080392367568e+01,3.866311830752271561e+01
-2.367819323191158520e-15,-6.343331860729702498e+01,3.866942411215587327e+01
-2.368205442364160431e-15,-6.316570641067036718e+01,3.867572991678902383e+01
-2.368591561537162737e-15,-6.289809421404371648e+01,3.868203572142218150e+01
-2.368977680710165042e-15,-6.263048201741706578e+01,3.868834152605533916e+01
-2.369363799883166953e-15,-6.236286982079041508e+01,3.869464733068849682e+01
-2.369749919056168864e-15,-6.209525762416375727e+01,3.870095313532164738e+01
-2.370136038229171958e-15,-6.182764542753709947e+01,3.870725893995481215e+01
-2.370522157402173869e-15,-6.156003323091045587e+01,3.871356474458796981e+01
-2.370908276575175780e-15,-6.129242103428379806e+01,3.871987054922112748e+01
-2.371294395748178086e-15,-6.102480883765714026e+01,3.872617635385427803e+01
-2.371680514921180391e-15,-6.075719664103049666e+01,3.873248215848743570e+01
-2.372066634094182302e-15,-6.048958444440383886e+01,3.873878796312059336e+01
-2.372452753267184608e-15,-6.022197224777718105e+01,3.874509376775375102e+01
-2.372838872440186519e-15,-5.995436005115053746e+01,3.875139957238690158e+01
-2.373224991613188824e-15,-5.968674785452387965e+01,3.875770537702005925e+01
-2.373611110786191524e-15,-5.941913565789722895e+01,3.876401118165322401e+01
-2.373997229959193435e-15,-5.915152346127057115e+01,3.877031698628638168e+01
-2.374383349132195740e-15,-5.888391126464392045e+01,3.877662279091953224e+01
-2.374769468305198046e-15,-5.861629906801726975e+01,3.878292859555268990e+01
-2.375155587478199957e-15,-5.834868687139061194e+01,3.878923440018584756e+01
-2.375541706651201868e-15,-5.808107467476396124e+01,3.879554020481900523e+01
-2.375927825824204567e-15,-5.781346247813731054e+01,3.880184600945215578e+01
-2.376313944997206478e-15,-5.754585028151065274e+01,3.880815181408531345e+01
-2.376700064170208784e-15,-5.727823808488399493e+01,3.881445761871847822e+01
-2.377086183343211484e-15,-5.701062588825735133e+01,3.882076342335163588e+01
-2.377472302516213395e-15,-5.674301369163069353e+01,3.882706922798478644e+01
